"","Asignatura","Profesor","Item_1","Item_2","Item_3","Item_4","Item_5","Item_6","Item_7","Item_8","Item_9","Item_10"
"1525",402,403,8,6,7,8,8,7,7,8,9,7
"1526",402,403,10,7,10,10,10,10,10,10,5,8
"1527",402,403,8,2,6,3,8,10,6,9,8,6
"1528",402,403,8,8,7,9,9,10,9,10,10,8
"1529",402,403,7,4,3,5,7,9,9,8,5,6
"1530",402,403,7,5,7,5,9,10,10,10,10,8
"1531",402,403,7,5,6,8,5,6,8,7,7,7
"1532",402,403,9,7,8,6,9,9,9,10,10,9
"1533",402,403,8,7,6,4,6,10,9,8,8,8
"1534",402,403,6,4,4,5,8,10,10,7,6,8
"1535",402,403,6,6,6,6,6,9,6,5,6,6
"1536",402,403,8,6,8,3,7,10,10,10,9,7
"1537",402,403,8,7,8,4,4,9,7,8,9,7
"1538",402,403,6,7,6,5,6,10,9,9,7,7
"1539",402,403,8,6,6,6,7,9,10,8,9,9
"1540",402,403,8,5,6,3,7,7,9,9,9,8
"1541",402,403,3,2,4,3,5,9,10,5,1,3
"1542",402,403,9,8,9,7,8,9,10,8,9,9
"1543",402,403,8,8,8,5,7,8,8,5,7,7
"1544",402,403,6,2,5,3,7,7,6,5,6,6
"1545",402,403,9,5,7,5,8,9,7,6,7,7
"1546",402,403,8,7,6,6,8,10,9,8,7,8
"1547",402,403,7,6,8,5,6,10,6,7,9,8
"1548",402,403,9,7,6,6,8,10,9,5,7,8
"1549",402,403,6,6,6,5,7,8,8,8,7,6
"1550",402,403,8,8,9,7,6,10,9,8,9,8
"1551",402,403,9,3,8,7,9,10,9,9,9,7
"1552",402,403,9,4,7,3,10,10,10,10,8,8
"1553",402,403,10,10,10,10,10,10,10,10,10,10
"1554",402,403,5,1,6,1,9,10,7,10,6,5
"1555",402,403,6,3,4,6,7,10,9,7,7,6
"1556",402,403,4,1,5,1,5,9,9,10,5,6
"1557",402,403,5,3,5,4,8,10,10,10,8,7
"1558",402,403,8,7,8,6,8,10,7,10,9,9
"1559",404,406,9,8,9,7,8,10,9,8,6,9
"1560",404,406,9,8,7,3,9,10,5,9,9,7
"1561",404,406,9,8,8,7,7,10,9,9,7,9
"1562",404,406,10,9,10,8,8,10,9,10,10,10
"1563",404,406,8,7,3,6,10,10,10,10,10,9
"1564",404,406,9,9,9,8,8,10,10,10,10,9
"1565",404,406,9,9,9,5,8,9,10,8,9,9
"1566",404,406,10,10,9,9,8,10,10,7,10,10
"1567",404,406,9,8,7,7,7,10,9,9,6,9
"1568",404,406,10,10,10,10,10,10,10,10,10,10
"1569",404,406,10,10,10,10,10,10,10,10,10,10
"1570",404,406,10,9,10,9,9,10,10,10,9,9
"1571",404,406,10,10,9,6,10,10,10,9,10,10
"1572",404,406,7,8,5,8,8,10,10,10,7,7
"1573",404,406,8,7,7,5,7,9,8,6,7,8
"1574",404,406,10,9,10,10,10,10,10,10,10,9
"1575",404,406,10,9,9,8,9,10,10,9,8,9
"1576",404,406,7,8,8,7,7,9,9,9,8,8
"1577",404,406,10,9,9,9,9,10,8,8,8,9
"1578",404,406,6,5,7,6,2,10,8,7,8,6
"1579",404,406,8,9,8,9,8,7,8,9,10,8
"1580",404,406,8,6,6,4,7,10,9,8,9,9
"1581",404,406,10,9,9,9,9,10,10,9,10,10
"1582",404,406,10,10,10,10,10,10,10,9,9,9
"1583",404,406,9,8,8,7,8,9,8,9,8,8
"1584",404,406,8,5,5,5,7,10,10,10,6,4
"1585",404,406,10,10,10,10,10,10,10,10,10,10
"1586",404,406,5,6,5,7,10,10,9,9,9,6
"1587",404,406,9,8,10,9,8,8,9,9,8,10
"1588",404,406,8,7,3,7,5,10,8,9,5,6
"1589",404,406,7,5,7,5,8,1,9,9,9,9
"1590",404,406,7,6,8,7,6,10,10,9,9,8
"1591",404,406,8,8,8,10,9,10,10,9,10,9
"1592",404,406,9,8,9,7,9,10,10,10,10,9
"1593",404,406,10,9,9,8,9,10,7,8,9,9
"1594",404,406,9,8,9,10,10,10,9,10,9,9
"1595",404,406,8,7,6,7,8,9,7,8,8,7
"1596",404,406,6,7,7,5,6,9,9,9,8,7
"1597",404,406,7,8,6,6,4,9,9,8,8,7
"1598",404,406,5,4,5,4,8,8,6,9,6,9
"1599",404,406,10,10,10,10,10,10,10,10,10,10
"1600",404,406,8,7,7,5,7,8,8,4,8,9
"1601",404,406,5,7,6,6,7,10,10,10,8,6
"1602",404,406,9,6,8,5,6,9,8,8,7,7
"1603",404,406,9,9,9,9,9,10,10,10,9,10
"1604",404,406,8,9,8,8,9,9,10,8,8,9
"1605",401,401,6,2,3,7,6,8,9,9,1,2
"1606",401,401,3,3,4,2,3,4,2,2,3,3
"1607",401,401,2,1,2,2,1,6,3,7,1,3
"1608",401,401,9,7,8,7,5,8,8,5,8,7
"1609",401,401,7,8,8,9,7,7,6,5,8,7
"1610",401,401,8,9,7,6,6,7,9,4,9,7
"1611",401,401,2,2,5,5,3,5,5,6,3,4
"1612",401,401,6,4,5,4,4,5,4,5,4,5
"1613",401,401,1,4,2,3,3,2,3,2,2,5
"1614",401,401,2,1,2,5,4,8,5,5,1,3
"1615",401,401,6,5,5,7,2,7,8,7,6,7
"1616",401,401,4,5,6,7,6,8,8,7,4,5
"1617",401,401,5,4,2,5,5,8,7,7,5,4
"1618",401,401,2,2,2,4,4,5,5,7,2,2
"1619",401,401,9,7,5,7,5,10,8,8,8,7
"1620",401,401,9,8,8,9,6,9,6,5,6,5
"1621",401,401,5,4,5,5,5,6,6,5,5,5
"1622",401,401,4,1,3,5,5,3,7,8,6,3
"1623",401,401,5,2,3,4,4,9,7,7,4,4
"1624",401,401,3,3,4,5,5,7,5,5,5,5
"1625",401,401,7,5,4,7,4,10,10,10,5,4
"1626",401,401,7,5,2,3,3,3,1,8,3,4
"1627",401,401,7,6,2,2,3,1,5,4,9,4
"1628",401,401,7,6,5,7,4,9,9,9,9,7
"1629",401,401,7,5,5,6,4,6,4,4,3,7
"1630",401,401,6,4,2,1,3,3,6,3,2,2
"1631",401,401,5,1,3,3,1,3,3,3,1,2
"1632",401,401,1,1,1,5,8,10,10,10,1,1
"1633",401,401,6,1,1,7,6,7,8,1,4,4
"1634",401,401,5,4,5,5,2,6,7,6,7,6
"1635",401,401,10,6,8,6,2,7,9,5,6,5
"1636",401,401,7,5,2,3,6,10,7,7,6,7
"1637",401,401,5,5,3,5,1,6,6,5,3,4
"1638",401,401,10,10,10,10,7,6,10,7,9,9
"1639",401,401,9,9,9,1,2,9,9,9,9,9
"1640",401,401,10,7,10,7,2,9,10,4,10,5
"1641",403,404,9,9,9,10,10,9,9,7,10,9
"1642",403,404,10,8,9,8,10,10,10,10,10,9
"1643",403,404,9,8,8,9,10,10,10,10,9,9
"1644",403,404,9,9,8,10,8,10,10,10,10,10
"1645",403,404,10,10,10,10,10,10,10,10,10,10
"1646",403,404,10,10,10,10,10,10,10,10,10,10
"1647",403,404,10,9,7,6,7,10,10,9,9,9
"1648",403,404,6,1,6,8,8,10,10,9,1,6
"1649",403,404,7,7,7,8,8,9,9,8,8,9
"1650",403,404,7,6,8,8,7,6,7,7,8,8
"1651",403,404,7,7,6,5,6,8,10,10,9,8
"1652",403,404,9,10,8,8,6,8,9,10,10,9
"1653",403,404,10,10,10,10,10,10,10,10,10,10
"1654",403,404,10,10,10,10,10,10,10,10,10,10
"1655",403,404,8,6,7,10,7,9,9,7,5,9
"1656",403,404,10,10,10,10,10,10,10,10,10,10
"1657",403,404,10,9,10,9,9,10,9,10,10,10
"1658",403,404,10,10,10,10,10,10,10,10,10,10
"1659",403,404,10,7,10,10,10,10,10,10,10,9
"1660",403,404,6,2,7,9,6,9,9,6,4,6
"1661",403,404,9,9,9,10,10,10,10,10,9,9
"1662",403,404,10,9,10,9,9,10,10,5,10,10
"1663",403,404,9,10,9,10,7,10,10,10,9,10
"1664",403,404,7,10,10,10,10,10,10,10,10,10
"1665",403,404,9,8,8,8,7,10,10,10,9,10
"1666",403,404,9,7,9,10,10,10,10,10,10,10
"1667",403,404,10,8,8,10,6,10,10,10,4,9
"1668",403,404,9,8,9,10,9,10,10,10,8,8
"1669",403,404,10,9,10,10,8,9,10,9,10,10
"1670",403,404,10,10,9,9,10,10,10,10,9,9
"1671",403,404,9,7,10,10,9,10,10,9,10,9
"1672",403,404,10,7,6,10,10,10,10,10,10,9
"1673",403,404,9,8,8,7,9,9,10,9,8,9
"1674",403,404,10,9,10,10,10,10,10,9,10,10
"1675",403,404,10,10,9,10,10,10,10,10,10,10
"1676",403,404,10,10,10,10,10,10,10,9,10,10
"1677",403,404,10,10,10,8,8,10,10,10,10,9
"1678",403,404,8,8,9,8,9,9,10,9,8,9
"1679",403,404,9,7,9,10,9,9,10,10,9,9
"1680",403,404,8,9,9,9,8,8,8,7,8,9
"1681",401,401,10,10,10,9,10,9,9,9,10,10
"1682",401,401,8,8,8,8,6,7,8,8,8,7
"1683",401,401,10,9,9,9,9,10,10,10,10,10
"1684",401,401,9,9,10,9,5,9,10,10,10,9
"1685",401,401,10,10,10,8,9,10,10,10,10,10
"1686",401,401,6,4,3,4,7,5,7,4,8,5
"1687",401,401,5,6,6,6,6,7,7,7,7,7
"1688",401,401,5,8,2,8,5,3,7,9,8,6
"1689",401,401,1,2,3,5,1,10,4,8,8,5
"1690",401,401,9,9,7,9,7,8,9,9,9,9
"1691",401,401,8,8,7,8,5,8,7,9,7,8
"1692",401,401,9,6,7,9,8,7,4,4,7,8
"1693",401,401,7,5,6,7,8,8,9,5,9,7
"1694",401,401,6,5,5,6,6,5,6,7,6,6
"1695",401,401,5,6,4,4,5,4,3,5,5,5
"1696",401,401,8,8,9,8,7,2,7,7,7,8
"1697",401,401,9,9,8,10,6,8,10,8,10,8
"1698",401,401,10,9,9,8,10,7,10,7,10,10
"1699",401,401,9,8,10,8,9,8,10,6,10,9
"1700",401,401,8,7,9,9,9,1,9,2,8,6
"1701",401,401,9,8,9,9,6,6,10,4,9,9
"1702",401,401,10,9,8,8,9,9,10,9,10,9
"1703",401,401,8,6,7,4,3,10,7,10,7,7
"1704",401,401,7,4,7,7,8,6,7,8,4,5
"1705",401,401,7,6,7,6,6,6,7,6,7,8
"1706",401,401,5,5,6,5,3,7,7,7,6,6
"1707",401,401,6,6,6,7,7,6,7,4,6,7
"1708",401,401,6,7,6,7,6,5,6,6,5,6
"1709",401,401,5,4,2,5,5,6,7,5,3,4
"1710",401,401,10,8,9,8,8,9,8,8,9,9
"1711",401,401,6,10,8,7,7,9,10,8,9,8
"1712",401,401,10,7,8,7,7,10,9,8,7,8
"1713",401,401,8,9,8,6,5,10,10,8,5,8
"1714",401,401,7,7,8,7,6,9,7,7,5,8
"1715",401,401,7,8,9,9,8,9,10,9,9,9
"1716",401,401,7,5,5,6,4,3,6,6,5,5
"1717",401,401,6,5,5,6,7,9,9,10,6,7
"1718",403,404,7,5,7,3,5,7,7,7,3,6
"1719",403,404,3,4,3,8,4,10,10,10,8,5
"1720",403,404,6,4,5,7,7,10,10,10,6,5
"1721",403,404,7,8,7,10,6,10,10,10,9,9
"1722",403,404,9,9,8,10,7,10,10,9,10,9
"1723",403,404,8,8,8,8,8,10,10,10,9,9
"1724",403,404,10,10,10,10,10,10,10,10,10,10
"1725",403,404,9,4,8,9,5,10,10,10,9,8
"1726",403,404,5,5,9,7,1,10,10,10,5,7
"1727",403,404,9,10,10,9,7,10,10,10,10,10
"1728",403,404,9,8,8,8,9,10,10,9,10,10
"1729",403,404,9,8,7,4,7,10,10,6,10,9
"1730",403,404,7,5,5,7,6,8,8,9,5,5
"1731",403,404,9,8,9,10,9,10,10,10,10,10
"1732",403,404,9,8,10,10,9,10,10,9,9,9
"1733",403,404,9,9,9,10,8,10,10,8,10,9
"1734",403,404,7,6,8,9,9,10,9,9,8,7
"1735",403,404,7,7,7,6,6,9,8,9,8,7
"1736",403,404,7,5,3,9,8,10,10,10,8,7
"1737",403,404,8,8,9,9,8,10,9,9,9,9
"1738",403,404,9,5,5,7,6,10,9,9,3,8
"1739",403,404,1,1,1,6,6,7,7,7,1,2
"1740",403,404,4,3,6,7,5,8,7,6,4,5
"1741",403,404,8,9,7,9,9,10,9,10,8,10
"1742",403,404,3,10,10,10,9,10,10,10,10,9
"1743",403,404,7,5,7,9,5,10,9,6,6,6
"1744",403,404,6,3,7,8,7,9,8,7,7,6
"1745",403,404,6,6,7,10,8,10,9,8,7,8
"1746",403,404,6,7,8,10,7,10,8,5,6,8
"1747",403,404,8,8,7,8,10,10,10,9,9,9
"1748",403,404,9,9,10,8,5,10,7,10,10,8
"1749",403,404,9,8,8,8,7,10,10,10,9,9
"1750",403,404,6,5,7,9,8,10,8,10,6,7
"1751",403,404,9,5,7,10,6,10,10,6,6,6
"1752",403,404,8,4,7,7,7,10,10,10,8,8
"1753",403,404,8,3,5,6,3,10,10,6,7,6
"1754",403,404,7,6,8,8,5,9,9,9,8,8
"1755",403,404,8,1,3,5,8,10,10,10,6,5
"1756",403,404,6,8,8,9,8,10,9,9,7,8
"1757",402,403,9,8,9,7,8,10,9,8,10,8
"1758",402,403,10,9,10,9,9,10,10,10,10,9
"1759",402,403,6,6,5,4,3,10,9,7,6,5
"1760",402,403,6,3,3,5,5,9,3,5,8,6
"1761",402,403,5,3,3,5,6,8,8,4,5,6
"1762",402,403,6,4,3,5,8,7,8,3,5,6
"1763",402,403,7,7,7,7,7,10,8,8,9,7
"1764",402,403,9,8,9,5,8,10,10,9,9,9
"1765",402,403,8,3,3,3,8,10,10,9,8,8
"1766",402,403,7,6,6,5,8,8,7,7,5,5
"1767",402,403,7,6,6,5,6,7,7,7,6,6
"1768",402,403,9,8,7,6,5,9,10,10,8,8
"1769",402,403,7,6,7,7,9,10,10,9,8,7
"1770",402,403,8,9,7,5,8,10,8,10,8,9
"1771",402,403,5,5,6,6,8,10,9,9,5,6
"1772",402,403,6,5,5,6,7,9,9,7,7,7
"1773",402,403,6,6,6,7,9,9,9,8,9,8
"1774",402,403,8,8,8,8,8,10,10,10,10,9
"1775",402,403,4,6,6,6,7,10,7,6,4,5
"1776",402,403,9,9,9,9,9,9,9,10,9,9
"1777",402,403,8,4,9,5,7,10,10,8,9,8
"1778",402,403,5,5,4,4,7,9,7,8,9,7
"1779",402,403,2,3,3,1,2,10,6,10,2,1
"1780",402,403,8,10,9,6,6,10,10,7,9,8
"1781",402,403,4,2,4,2,5,10,7,7,8,6
"1782",402,403,5,5,4,5,7,10,7,8,8,5
"1783",402,403,3,3,5,6,6,9,8,7,5,6
"1784",402,403,6,5,6,4,5,10,9,8,6,7
"1785",402,403,9,4,7,6,8,10,9,6,7,7
"1786",402,403,10,9,10,7,10,10,10,10,10,9
"1787",402,403,3,1,5,6,5,5,7,3,7,7
"1788",402,403,6,5,5,3,6,8,8,8,5,6
"1789",402,403,6,6,9,10,8,10,10,10,10,7
"1790",402,403,8,8,8,7,7,9,8,8,9,9
"1791",402,403,5,4,5,6,8,7,7,8,8,7
"1792",402,403,6,5,6,7,5,7,7,7,8,7
"1793",402,403,6,5,5,4,5,8,8,7,4,6
"1794",402,403,7,6,5,6,6,7,8,8,7,7
"1795",402,403,6,2,3,1,5,6,7,7,1,4
"1796",402,403,9,9,7,4,4,9,10,6,10,9
"1797",405,412,5,7,4,1,2,9,3,6,1,4
"1798",405,412,7,7,4,2,6,9,2,1,6,5
"1799",405,412,8,7,7,5,7,4,6,7,7,8
"1800",405,412,6,5,5,4,5,8,5,6,6,5
"1801",405,412,8,6,7,2,10,9,2,5,5,6
"1802",405,412,7,4,7,2,7,9,1,5,10,6
"1803",405,412,7,4,7,2,9,9,3,6,10,7
"1804",405,412,6,4,7,3,7,8,2,4,6,4
"1805",405,412,4,5,5,4,10,7,3,10,4,4
"1806",405,412,2,3,2,1,8,9,1,1,1,2
"1807",405,412,4,4,7,4,6,5,5,7,6,5
"1808",405,412,4,4,5,4,10,9,4,7,7,6
"1809",405,412,7,1,3,3,7,5,1,8,2,3
"1810",405,412,8,5,5,3,6,6,1,8,6,4
"1811",405,412,9,5,7,3,8,7,6,7,7,8
"1812",405,412,7,5,7,3,6,7,7,8,8,5
"1813",405,412,6,6,7,3,7,9,7,3,6,5
"1814",405,412,3,7,4,3,3,2,2,1,10,2
"1815",405,412,6,2,5,4,6,9,2,8,2,4
"1816",405,412,6,4,3,6,9,4,2,2,2,4
"1817",405,412,1,4,1,1,8,10,4,10,5,4
"1818",405,412,9,5,10,5,10,10,3,4,5,5
"1819",405,412,8,6,9,4,8,10,1,5,10,8
"1820",405,412,6,5,7,5,10,2,10,10,4,6
"1821",405,412,7,5,6,5,6,5,1,5,1,1
"1822",405,412,8,7,7,2,3,7,2,6,6,6
"1823",405,412,8,8,8,4,9,9,7,7,10,8
"1824",405,412,7,6,5,1,4,7,8,6,5,6
"1825",405,412,9,9,10,4,4,10,7,10,10,8
"1826",405,412,8,8,9,3,8,10,8,7,10,8
"1827",405,412,10,8,10,3,10,10,3,8,10,9
"1828",405,412,3,1,2,1,3,8,1,3,2,2
"1829",405,412,2,1,1,1,1,7,2,2,1,1
"1830",405,412,1,1,2,1,7,10,1,6,1,3
"1831",405,412,6,4,5,1,5,5,1,6,5,5
"1832",405,412,7,7,6,5,5,8,2,5,6,6
"1833",405,412,6,6,6,5,6,7,7,7,6,7
"1834",405,412,8,7,7,2,5,5,5,5,5,5
"1835",405,412,10,9,10,9,10,10,8,10,10,9
"1836",405,412,6,4,2,1,1,8,5,2,1,4
"1837",405,412,9,7,7,7,10,10,8,6,9,8
"1838",404,406,10,8,9,9,8,10,10,9,10,9
"1839",404,406,10,10,10,10,10,10,10,10,10,10
"1840",404,406,8,4,4,4,6,10,10,10,3,6
"1841",404,406,10,9,9,8,6,10,10,9,9,9
"1842",404,406,9,9,9,8,9,10,9,9,9,10
"1843",404,406,10,9,9,7,9,10,10,10,10,9
"1844",404,406,9,8,8,6,8,10,9,8,8,9
"1845",404,406,8,8,8,8,9,10,8,8,10,9
"1846",404,406,10,10,10,10,10,10,10,10,10,10
"1847",404,406,10,10,9,9,8,10,10,8,10,9
"1848",404,406,10,10,10,10,10,10,10,10,10,10
"1849",404,406,8,5,7,7,7,10,8,8,9,7
"1850",404,406,6,7,5,6,6,10,9,10,8,7
"1851",404,406,9,9,8,9,8,9,9,9,9,10
"1852",404,406,7,7,2,8,9,10,10,5,6,6
"1853",404,406,10,9,10,10,9,10,9,9,9,9
"1854",404,406,6,6,6,7,8,8,9,8,3,7
"1855",404,406,6,6,8,6,7,9,8,8,8,8
"1856",404,406,4,7,8,9,9,10,10,9,9,8
"1857",404,406,6,5,6,10,10,10,10,10,8,7
"1858",404,406,9,8,9,10,10,10,10,10,8,9
"1859",404,406,5,6,6,6,6,6,7,6,2,5
"1860",404,406,9,10,9,9,8,10,10,10,10,10
"1861",404,406,9,8,10,10,8,10,9,10,10,10
"1862",404,406,7,7,7,6,8,5,9,8,5,8
"1863",404,406,10,9,8,9,9,10,9,9,10,9
"1864",404,406,4,7,2,3,6,10,5,8,7,6
"1865",404,406,8,7,5,5,10,10,10,10,10,9
"1866",404,406,5,3,4,5,6,10,7,8,8,4
"1867",404,406,9,7,8,7,8,10,8,8,7,9
"1868",404,406,5,7,4,8,7,10,10,7,7,9
"1869",404,406,7,5,5,6,6,9,8,8,5,6
"1870",404,406,9,8,8,8,7,9,9,9,9,9
"1871",404,406,3,8,2,4,7,10,7,8,5,5
"1872",404,406,7,10,8,7,8,10,9,9,10,9
"1873",404,406,9,8,9,9,9,8,9,8,9,9
"1874",404,406,10,7,9,9,10,10,10,10,8,8
"1875",404,406,8,8,7,7,7,10,10,9,8,9
"1876",403,404,10,10,10,10,10,10,10,10,10,10
"1877",403,404,10,10,10,9,9,10,10,10,10,10
"1878",403,404,5,4,7,10,6,10,10,10,5,6
"1879",403,404,10,10,10,10,10,10,10,10,10,10
"1880",403,404,10,10,10,10,10,10,10,5,10,10
"1881",403,404,8,6,8,9,9,10,10,7,9,10
"1882",403,404,9,9,8,9,7,9,8,7,8,9
"1883",403,404,10,8,9,9,10,10,10,9,9,10
"1884",403,404,10,8,8,6,7,10,10,8,9,10
"1885",403,404,8,6,8,3,9,10,10,9,8,7
"1886",403,404,8,10,7,10,4,10,10,10,10,8
"1887",403,404,10,10,9,10,10,10,10,10,10,10
"1888",403,404,10,10,10,10,10,10,10,10,10,10
"1889",403,404,10,10,10,10,8,10,10,10,10,10
"1890",403,404,9,10,10,10,10,10,10,9,10,10
"1891",403,404,8,7,6,9,8,10,10,8,8,8
"1892",403,404,10,8,10,9,5,10,10,5,10,9
"1893",403,404,9,10,9,10,7,10,10,10,10,10
"1894",403,404,6,7,9,10,5,10,10,7,8,9
"1895",403,404,6,6,7,10,5,10,10,3,10,8
"1896",403,404,10,10,10,10,10,10,10,10,10,10
"1897",403,404,8,10,9,10,7,10,10,10,10,10
"1898",403,404,10,10,10,10,6,10,8,9,10,9
"1899",403,404,9,10,10,10,9,10,10,10,10,10
"1900",403,404,10,10,10,10,9,10,10,10,10,10
"1901",403,404,7,9,10,10,9,10,7,8,10,8
"1902",403,404,7,6,10,10,4,9,10,10,5,5
"1903",403,404,9,8,9,8,8,10,9,9,9,9
"1904",403,404,10,10,10,10,10,10,10,10,10,10
"1905",403,404,9,7,8,7,7,9,9,9,8,8
"1906",403,404,5,4,3,9,6,10,8,9,5,5
"1907",403,404,5,7,3,9,10,10,10,9,6,6
"1908",403,404,10,10,10,10,8,10,10,10,10,10
"1909",403,404,7,7,5,8,3,9,10,8,5,6
"1910",403,404,10,9,10,10,8,9,10,10,9,9
"1911",403,404,8,10,9,10,10,9,10,9,10,10
"1912",403,404,10,9,9,10,6,10,10,8,10,9
"1913",404,406,10,9,10,9,9,9,10,10,10,10
"1914",404,406,9,8,9,8,8,9,8,8,7,9
"1915",404,406,9,9,8,9,8,10,10,9,10,10
"1916",404,406,10,10,10,10,10,10,10,10,10,10
"1917",404,406,10,10,10,10,10,10,10,10,10,10
"1918",404,406,9,9,9,9,9,9,9,10,10,10
"1919",404,406,10,10,10,10,10,10,10,10,10,10
"1920",404,406,10,10,8,10,10,10,10,10,10,10
"1921",404,406,10,10,10,8,10,10,10,10,10,10
"1922",404,406,10,10,9,10,10,10,10,10,10,10
"1923",404,406,10,10,10,9,9,10,9,9,9,10
"1924",404,406,10,10,10,10,10,10,10,10,10,10
"1925",404,406,10,9,9,9,10,10,9,9,10,10
"1926",404,406,8,8,9,9,9,9,8,9,9,9
"1927",404,406,10,10,10,9,9,10,10,10,10,10
"1928",404,406,10,10,9,9,10,10,9,9,10,10
"1929",404,406,7,5,7,3,9,10,9,10,8,8
"1930",404,406,9,6,5,5,7,10,9,7,10,6
"1931",404,406,6,5,5,5,5,10,10,9,7,8
"1932",404,406,8,6,7,4,5,8,9,5,8,7
"1933",404,406,8,8,6,6,9,9,7,7,9,9
"1934",404,406,9,9,8,7,9,10,10,9,10,9
"1935",404,406,9,10,9,7,10,10,10,9,10,9
"1936",404,406,10,10,10,10,10,10,10,10,10,10
"1937",404,406,10,10,10,10,10,10,10,10,10,10
"1938",404,406,9,9,8,10,10,10,10,10,10,10
"1939",404,406,9,8,7,5,9,10,8,9,8,7
"1940",404,406,10,10,10,10,10,10,10,10,10,10
"1941",404,406,9,9,9,8,8,9,9,8,9,9
"1942",404,406,9,7,6,6,5,9,8,8,9,9
"1943",404,406,7,10,5,5,10,10,7,10,10,9
"1944",404,406,10,10,9,10,10,10,10,10,10,10
"1945",404,406,7,5,2,6,5,10,4,10,3,4
"1946",404,406,10,10,9,10,10,10,10,10,10,10
"1947",404,406,9,9,8,8,9,10,9,9,8,9
"1948",404,406,10,8,10,8,9,10,10,9,10,10
"1949",404,406,4,5,5,9,5,10,10,9,7,7
"1950",401,401,10,10,10,10,10,10,10,10,10,10
"1951",401,401,9,9,8,7,9,7,8,9,7,10
"1952",401,401,9,9,9,8,8,8,8,9,9,9
"1953",401,401,9,10,10,10,5,5,10,10,10,9
"1954",401,401,9,9,9,10,10,9,10,10,10,10
"1955",401,401,8,5,5,5,2,6,6,6,2,5
"1956",401,401,8,5,8,3,2,3,8,7,3,4
"1957",401,401,7,8,6,7,8,6,6,8,6,7
"1958",401,401,6,1,3,3,3,3,3,3,1,3
"1959",401,401,7,6,6,6,2,9,7,5,3,5
"1960",401,401,5,4,6,5,9,7,8,8,4,4
"1961",401,401,2,2,2,2,5,3,4,9,2,2
"1962",401,401,9,8,9,8,7,7,7,6,6,7
"1963",401,401,8,4,7,5,9,9,8,9,8,7
"1964",401,401,6,3,5,4,9,10,10,10,7,5
"1965",401,401,6,9,6,7,4,8,8,3,7,7
"1966",401,401,5,7,4,8,4,6,9,2,10,10
"1967",401,401,6,7,6,6,5,10,8,9,7,7
"1968",401,401,8,5,7,7,4,5,7,3,9,7
"1969",401,401,10,10,10,10,10,10,10,10,10,10
"1970",401,401,5,4,4,3,8,5,7,7,6,5
"1971",401,401,7,6,5,8,4,9,6,9,7,3
"1972",401,401,9,9,7,5,8,6,9,5,8,5
"1973",401,401,8,4,5,6,8,5,8,8,2,3
"1974",401,401,6,5,5,5,5,6,3,4,4,5
"1975",401,401,10,10,8,10,10,8,10,6,10,9
"1976",401,401,5,8,3,9,10,8,7,10,4,8
"1977",401,401,7,6,5,4,4,6,8,8,5,4
"1978",401,401,9,8,9,9,9,9,8,7,8,9
"1979",401,401,9,9,5,10,9,9,10,8,10,7
"1980",401,401,9,8,10,9,9,8,10,8,7,8
"1981",401,401,9,9,7,8,6,7,9,9,9,7
"1982",401,401,9,7,8,8,6,6,8,8,8,7
"1983",401,401,9,9,8,10,8,10,10,9,9,8
"1984",405,32,3,5,3,5,7,6,5,5,5,5
"1985",405,32,3,2,3,5,2,8,8,8,3,3
"1986",405,32,10,10,10,10,10,10,10,10,10,10
"1987",405,32,7,4,2,5,9,4,8,9,7,6
"1988",405,32,4,6,5,8,10,7,10,10,6,7
"1989",405,32,3,4,2,7,10,4,9,10,2,3
"1990",405,32,6,5,8,4,4,7,8,10,6,5
"1991",405,32,2,1,3,3,5,5,2,6,1,3
"1992",405,32,2,1,2,4,9,6,5,7,1,2
"1993",405,32,2,1,2,3,2,9,8,8,7,4
"1994",405,32,5,5,3,3,7,7,3,5,6,4
"1995",405,32,5,7,4,8,8,4,10,6,6,6
"1996",405,32,1,1,1,1,4,5,2,3,1,1
"1997",405,32,1,1,1,4,4,1,2,9,3,2
"1998",405,32,7,7,7,8,8,8,8,8,8,9
"1999",405,32,5,4,3,6,10,2,9,8,8,4
"2000",405,32,5,4,2,5,8,2,5,5,5,4
"2001",405,32,3,5,4,6,6,8,5,6,6,5
"2002",405,32,2,3,1,2,1,10,2,5,2,2
"2003",405,32,2,2,3,3,4,1,4,9,1,1
"2004",405,32,7,6,7,5,5,9,5,5,5,6
"2005",405,32,4,5,4,5,4,6,5,4,5,6
"2006",405,32,1,1,1,1,7,6,3,3,3,1
"2007",405,32,4,4,5,5,6,5,6,8,6,4
"2008",405,32,5,2,4,6,4,5,6,5,1,5
"2009",405,32,7,7,5,6,8,5,7,9,5,6
"2010",405,32,4,3,3,4,9,2,7,7,2,4
"2011",405,32,3,1,2,1,2,1,1,7,3,1
"2012",405,32,2,2,2,1,4,1,3,6,3,3
"2013",405,32,3,1,2,1,5,1,1,5,2,2
"2014",405,32,5,7,6,8,7,8,6,9,8,7
"2015",405,32,1,9,2,2,8,2,7,7,3,4
"2016",405,32,3,6,2,5,6,5,8,10,7,4
"2017",405,32,4,4,3,6,9,4,6,9,8,4
"2018",405,32,6,5,4,5,5,7,5,7,5,5
"2019",405,32,7,7,5,5,7,9,8,10,10,8
"2020",405,32,1,5,4,5,5,6,5,8,5,4
"2021",405,32,2,2,1,4,4,1,2,2,1,2
